timestamp,Net Electricity Consumption-kWh,Non-shiftable Load-kWh,Non-shiftable Load Electricity Consumption-kWh,Energy Production from PV-kWh
2024-01-01T01:00:00,86.4049072265625,12.100000381469727,36.30000305175781,-0.0
2024-01-01T02:00:00,29.164522171020508,11.199999809265137,11.199999809265137,-0.0
2024-01-01T03:00:00,13.200057029724121,10.800000190734863,10.800000190734863,-0.0
2024-01-01T04:00:00,11.10178279876709,10.199999809265137,10.199999809265137,-0.0
2024-01-01T05:00:00,9.411965370178223,8.699999809265137,8.699999809265137,-0.0
2024-01-01T06:00:00,10.973670959472656,9.199999809265137,9.199999809265137,-0.0
2024-01-01T07:00:00,13.633033752441406,8.5,8.5,-0.0
2024-01-01T08:00:00,23.66977882385254,9.600000381469727,9.600000381469727,-0.0
2024-01-01T09:00:00,22.775033950805664,9.899999618530273,9.899999618530273,-0.0
2024-01-01T10:00:00,19.14370346069336,11.399999618530273,11.399999618530273,-0.0
2024-01-01T11:00:00,31.89475440979004,11.0,11.0,-0.0
2024-01-01T12:00:00,22.202434539794922,12.300000190734863,12.300000190734863,-0.0
2024-01-01T13:00:00,28.139892578125,13.5,13.5,-0.0
2024-01-01T14:00:00,16.00733184814453,7.900000095367432,7.900000095367432,-0.0
2024-01-01T15:00:00,23.2274169921875,13.699999809265137,13.699999809265137,-0.0
2024-01-01T16:00:00,23.114337921142578,11.5,11.5,-0.0
2024-01-01T17:00:00,19.36943817138672,8.199999809265137,8.199999809265137,-0.0
2024-01-01T18:00:00,16.64199447631836,9.0,9.0,-0.0
2024-01-01T19:00:00,24.518144607543945,13.600000381469727,13.600000381469727,-0.0
2024-01-01T20:00:00,24.489065170288086,14.899999618530273,14.899999618530273,-0.0
2024-01-01T21:00:00,31.82836151123047,20.200000762939453,20.200000762939453,-0.0
2024-01-01T22:00:00,34.24385452270508,23.100000381469727,23.100000381469727,-0.0
2024-01-01T23:00:00,36.16096496582031,26.899999618530273,26.899999618530273,-0.0
2024-01-02T00:00:00,19.061763763427734,14.699999809265137,14.699999809265137,-0.0
2024-01-02T01:00:00,15.201480865478516,10.699999809265137,10.699999809265137,-0.0
2024-01-02T02:00:00,10.556068420410156,8.699999809265137,8.699999809265137,-0.0
2024-01-02T03:00:00,10.655679702758789,9.600000381469727,9.600000381469727,-0.0
2024-01-02T04:00:00,10.306161880493164,7.699999809265137,7.699999809265137,-0.0
2024-01-02T05:00:00,9.710189819335938,9.399999618530273,9.399999618530273,-0.0
2024-01-02T06:00:00,11.158613204956055,10.5,10.5,-0.0
2024-01-02T07:00:00,12.617533683776855,8.5,8.5,-0.0
2024-01-02T08:00:00,35.94806671142578,9.800000190734863,9.800000190734863,-0.0
2024-01-02T09:00:00,16.48561668395996,10.899999618530273,10.899999618530273,-0.0
2024-01-02T10:00:00,19.30362892150879,9.600000381469727,9.600000381469727,-0.0
2024-01-02T11:00:00,31.783782958984375,10.0,10.0,-0.0
2024-01-02T12:00:00,30.92764663696289,13.199999809265137,13.199999809265137,-0.0
2024-01-02T13:00:00,19.36574935913086,9.199999809265137,9.199999809265137,-0.0
2024-01-02T14:00:00,26.905014038085938,11.5,11.5,-0.0
2024-01-02T15:00:00,15.522500991821289,10.300000190734863,10.300000190734863,-0.0
2024-01-02T16:00:00,21.779621124267578,9.5,9.5,-0.0
2024-01-02T17:00:00,24.770122528076172,8.699999809265137,8.699999809265137,-0.0
2024-01-02T18:00:00,19.422664642333984,13.5,13.5,-0.0
2024-01-02T19:00:00,17.234058380126953,13.899999618530273,13.899999618530273,-0.0
2024-01-02T20:00:00,16.831079483032227,15.399999618530273,15.399999618530273,-0.0
2024-01-02T21:00:00,20.91102409362793,16.100000381469727,16.100000381469727,-0.0
2024-01-02T22:00:00,25.417831420898438,15.899999618530273,15.899999618530273,-0.0
2024-01-02T23:00:00,17.495166778564453,15.100000381469727,15.100000381469727,-0.0
