timestamp,Battery Soc-%,Battery (Dis)Charge-kWh
2024-01-01T01:00:00,0.45276925,40.0
2024-01-01T02:00:00,0.86657137,35.47231
2024-01-01T03:00:00,0.9934502,10.673913
2024-01-01T04:00:00,0.9994534,0.52355134
2024-01-01T05:00:00,0.999949,0.04329262
2024-01-01T06:00:00,0.99999076,0.00364816
2024-01-01T07:00:00,0.9999943,0.00030551333
2024-01-01T08:00:00,0.9999946,2.4177863e-05
2024-01-01T09:00:00,0.9999946,3.3588375e-07
2024-01-01T10:00:00,0.9999946,3.3588208e-07
2024-01-01T11:00:00,0.9999946,3.358804e-07
2024-01-01T12:00:00,0.9999946,3.3587872e-07
2024-01-01T13:00:00,0.9999946,3.3587705e-07
2024-01-01T14:00:00,0.9999946,3.3587537e-07
2024-01-01T15:00:00,0.9999946,3.358737e-07
2024-01-01T16:00:00,0.9999946,3.3587202e-07
2024-01-01T17:00:00,0.9999946,3.3587037e-07
2024-01-01T18:00:00,0.9999946,3.358687e-07
2024-01-01T19:00:00,0.9999946,3.35867e-07
2024-01-01T20:00:00,0.9999946,3.3586534e-07
2024-01-01T21:00:00,0.9999946,3.3586366e-07
2024-01-01T22:00:00,0.9999946,3.3586198e-07
2024-01-01T23:00:00,0.9999946,3.358603e-07
2024-01-02T00:00:00,0.9999946,3.3585863e-07
2024-01-02T01:00:00,0.9999946,3.3585695e-07
2024-01-02T02:00:00,0.9999946,3.3585528e-07
2024-01-02T03:00:00,0.9999946,3.358536e-07
2024-01-02T04:00:00,0.9999946,3.3585192e-07
2024-01-02T05:00:00,0.9999946,3.3585022e-07
2024-01-02T06:00:00,0.9999946,3.3584854e-07
2024-01-02T07:00:00,0.9999946,3.3584686e-07
2024-01-02T08:00:00,0.9999946,3.358452e-07
2024-01-02T09:00:00,0.9999946,3.358435e-07
2024-01-02T10:00:00,0.9999946,3.3584183e-07
2024-01-02T11:00:00,0.9999946,3.3584016e-07
2024-01-02T12:00:00,0.9999946,3.3583848e-07
2024-01-02T13:00:00,0.9999946,3.358368e-07
2024-01-02T14:00:00,0.9999946,3.3583513e-07
2024-01-02T15:00:00,0.9999946,3.3583345e-07
2024-01-02T16:00:00,0.9999946,3.3583177e-07
2024-01-02T17:00:00,0.9999946,3.3583012e-07
2024-01-02T18:00:00,0.9999946,3.3582845e-07
2024-01-02T19:00:00,0.9999946,3.3582677e-07
2024-01-02T20:00:00,0.9999946,3.358251e-07
2024-01-02T21:00:00,0.9999946,3.3582342e-07
2024-01-02T22:00:00,0.9999946,3.3582174e-07
2024-01-02T23:00:00,0.9999946,3.3582006e-07
