timestamp,Net Electricity Consumption-kWh,Non-shiftable Load-kWh,Non-shiftable Load Electricity Consumption-kWh,Energy Production from PV-kWh
2024-01-01T01:00:00,87.08000183105469,2.359999895095825,7.079999923706055,-0.0
2024-01-01T02:00:00,37.38230895996094,1.909999966621399,1.909999966621399,-0.0
2024-01-01T03:00:00,13.143913269042969,2.4700000286102295,2.4700000286102295,-0.0
2024-01-01T04:00:00,2.3523101806640625,1.7999999523162842,1.7999999523162842,-0.0
2024-01-01T05:00:00,3.603292465209961,3.559999942779541,3.559999942779541,-0.0
2024-01-01T06:00:00,6.063648223876953,6.059999942779541,6.059999942779541,-0.0
2024-01-01T07:00:00,7.490305423736572,7.489999771118164,7.489999771118164,-0.0
2024-01-01T08:00:00,11.346980094909668,8.260000228881836,8.260000228881836,-0.0
2024-01-01T09:00:00,13.892206192016602,10.640000343322754,10.640000343322754,-0.0
2024-01-01T10:00:00,16.03144645690918,12.369999885559082,12.369999885559082,-0.0
2024-01-01T11:00:00,18.905393600463867,14.720000267028809,14.720000267028809,-0.0
2024-01-01T12:00:00,33.160484313964844,16.110000610351562,16.110000610351562,-0.0
2024-01-01T13:00:00,31.7452392578125,15.020000457763672,15.020000457763672,-0.0
2024-01-01T14:00:00,33.95906448364258,12.4399995803833,12.4399995803833,-0.0
2024-01-01T15:00:00,33.536521911621094,11.34000015258789,11.34000015258789,-0.0
2024-01-01T16:00:00,21.823694229125977,12.25,12.25,-0.0
2024-01-01T17:00:00,22.69562530517578,12.510000228881836,12.510000228881836,-0.0
2024-01-01T18:00:00,21.604084014892578,12.029999732971191,12.029999732971191,-0.0
2024-01-01T19:00:00,20.074764251708984,12.079999923706055,12.079999923706055,-0.0
2024-01-01T20:00:00,16.499664306640625,10.34000015258789,10.34000015258789,-0.0
2024-01-01T21:00:00,20.513351440429688,9.119999885559082,9.119999885559082,-0.0
2024-01-01T22:00:00,19.58606719970703,9.789999961853027,9.789999961853027,-0.0
2024-01-01T23:00:00,13.791154861450195,5.480000019073486,5.480000019073486,-0.0
2024-01-02T00:00:00,3.2061409950256348,2.7699999809265137,2.7699999809265137,-0.0
2024-01-02T01:00:00,2.5500001907348633,2.549999952316284,2.549999952316284,-0.0
2024-01-02T02:00:00,1.9000003337860107,1.899999976158142,1.899999976158142,-0.0
2024-01-02T03:00:00,2.5400002002716064,2.5399999618530273,2.5399999618530273,-0.0
2024-01-02T04:00:00,2.0257701873779297,2.009999990463257,2.009999990463257,-0.0
2024-01-02T05:00:00,3.380000352859497,3.380000114440918,3.380000114440918,-0.0
2024-01-02T06:00:00,6.912106513977051,6.909999847412109,6.909999847412109,-0.0
2024-01-02T07:00:00,10.623477935791016,7.579999923706055,7.579999923706055,-0.0
2024-01-02T08:00:00,10.566956520080566,7.480000019073486,7.480000019073486,-0.0
2024-01-02T09:00:00,14.009565353393555,7.889999866485596,7.889999866485596,-0.0
2024-01-02T10:00:00,11.969565391540527,9.600000381469727,9.600000381469727,-0.0
2024-01-02T11:00:00,15.152608871459961,13.119999885559082,13.119999885559082,-0.0
2024-01-02T12:00:00,29.554033279418945,14.460000038146973,14.460000038146973,-0.0
2024-01-02T13:00:00,20.20160675048828,13.90999984741211,13.90999984741211,-0.0
2024-01-02T14:00:00,31.216434478759766,12.779999732971191,12.779999732971191,-0.0
2024-01-02T15:00:00,28.39046287536621,10.430000305175781,10.430000305175781,-0.0
2024-01-02T16:00:00,14.499942779541016,10.399999618530273,10.399999618530273,-0.0
2024-01-02T17:00:00,18.65976333618164,12.859999656677246,12.859999656677246,-0.0
2024-01-02T18:00:00,17.137649536132812,13.039999961853027,13.039999961853027,-0.0
2024-01-02T19:00:00,14.771842956542969,12.130000114440918,12.130000114440918,-0.0
2024-01-02T20:00:00,11.96634292602539,10.289999961853027,10.289999961853027,-0.0
2024-01-02T21:00:00,16.963043212890625,10.300000190734863,10.300000190734863,-0.0
2024-01-02T22:00:00,16.5278263092041,8.430000305175781,8.430000305175781,-0.0
2024-01-02T23:00:00,12.242609024047852,4.710000038146973,4.710000038146973,-0.0
