timestamp,Battery Soc-%,Battery (Dis)Charge-kWh
2024-01-01T01:00:00,0.30731815,10.0
2024-01-01T02:00:00,0.6146363,10.0
2024-01-01T03:00:00,0.92195445,10.0
2024-01-01T04:00:00,0.99533516,2.3412163
2024-01-01T05:00:00,0.9996361,0.13978344
2024-01-01T06:00:00,0.9999666,0.010754186
2024-01-01T07:00:00,0.99999243,0.00083889894
2024-01-01T08:00:00,0.9999944,6.463042e-05
2024-01-01T09:00:00,0.9999946,5.621498e-06
2024-01-01T10:00:00,0.9999946,2.570521e-07
2024-01-01T11:00:00,0.9999946,2.570508e-07
2024-01-01T12:00:00,0.9999946,2.5704952e-07
2024-01-01T13:00:00,0.9999946,2.5704824e-07
2024-01-01T14:00:00,0.9999946,2.5704693e-07
2024-01-01T15:00:00,0.9999946,2.5704566e-07
2024-01-01T16:00:00,0.9999946,2.5704438e-07
2024-01-01T17:00:00,0.9999946,2.570431e-07
2024-01-01T18:00:00,0.9999946,2.570418e-07
2024-01-01T19:00:00,0.9999946,2.570405e-07
2024-01-01T20:00:00,0.9999946,2.5703923e-07
2024-01-01T21:00:00,0.9999946,2.5703795e-07
2024-01-01T22:00:00,0.9999946,2.5703665e-07
2024-01-01T23:00:00,0.9999946,2.5703537e-07
2024-01-02T00:00:00,0.9999946,2.570341e-07
2024-01-02T01:00:00,0.9999946,2.570328e-07
2024-01-02T02:00:00,0.9999946,2.570315e-07
2024-01-02T03:00:00,0.9999946,2.5703022e-07
2024-01-02T04:00:00,0.9999946,2.5702894e-07
2024-01-02T05:00:00,0.9999946,2.5702766e-07
2024-01-02T06:00:00,0.9999946,2.5702636e-07
2024-01-02T07:00:00,0.9999946,2.5702508e-07
2024-01-02T08:00:00,0.9999946,2.570238e-07
2024-01-02T09:00:00,0.9999946,2.5702252e-07
2024-01-02T10:00:00,0.9999946,2.570212e-07
2024-01-02T11:00:00,0.9999946,2.5701993e-07
2024-01-02T12:00:00,0.9999946,2.5701866e-07
2024-01-02T13:00:00,0.9999946,2.5701738e-07
2024-01-02T14:00:00,0.9999946,2.5701607e-07
2024-01-02T15:00:00,0.9999946,2.570148e-07
2024-01-02T16:00:00,0.9999946,2.570135e-07
2024-01-02T17:00:00,0.9999946,2.5701223e-07
2024-01-02T18:00:00,0.9999946,2.5701092e-07
2024-01-02T19:00:00,0.9999946,2.5700965e-07
2024-01-02T20:00:00,0.9999946,2.5700837e-07
2024-01-02T21:00:00,0.9999946,2.570071e-07
2024-01-02T22:00:00,0.9999946,2.5700578e-07
2024-01-02T23:00:00,0.9999946,2.570045e-07
