timestamp,Battery Soc-%,Battery (Dis)Charge-kWh
2024-01-01T01:00:00,0.5268311,20.0
2024-01-01T02:00:00,0.96306866,16.560812
2024-01-01T03:00:00,0.9971653,1.292414
2024-01-01T04:00:00,0.9997456,0.09902445
2024-01-01T05:00:00,0.99997246,0.00871398
2024-01-01T06:00:00,0.9999926,0.000774002
2024-01-01T07:00:00,0.9999944,6.887519e-05
2024-01-01T08:00:00,0.9999946,6.2899717e-06
2024-01-01T09:00:00,0.9999946,3.1452608e-08
2024-01-01T10:00:00,0.9999946,3.145245e-08
2024-01-01T11:00:00,0.9999946,3.1452295e-08
2024-01-01T12:00:00,0.9999946,3.145214e-08
2024-01-01T13:00:00,0.9999946,3.1451982e-08
2024-01-01T14:00:00,0.9999946,3.1451826e-08
2024-01-01T15:00:00,0.9999946,3.145167e-08
2024-01-01T16:00:00,0.9999946,3.1451517e-08
2024-01-01T17:00:00,0.9999946,3.145136e-08
2024-01-01T18:00:00,0.9999946,3.1451204e-08
2024-01-01T19:00:00,0.9999946,3.1451048e-08
2024-01-01T20:00:00,0.9999946,3.145089e-08
2024-01-01T21:00:00,0.9999946,3.1450735e-08
2024-01-01T22:00:00,0.9999946,3.145058e-08
2024-01-01T23:00:00,0.9999946,3.1450416e-08
2024-01-02T00:00:00,0.9999946,3.145026e-08
2024-01-02T01:00:00,0.9999946,3.1450103e-08
2024-01-02T02:00:00,0.9999946,3.1449947e-08
2024-01-02T03:00:00,0.9999946,3.144979e-08
2024-01-02T04:00:00,0.9999946,3.1449634e-08
2024-01-02T05:00:00,0.9999946,3.144948e-08
2024-01-02T06:00:00,0.9999946,3.1449325e-08
2024-01-02T07:00:00,0.9999946,3.144917e-08
2024-01-02T08:00:00,0.9999946,3.1449012e-08
2024-01-02T09:00:00,0.9999946,3.1448856e-08
2024-01-02T10:00:00,0.9999946,3.14487e-08
2024-01-02T11:00:00,0.9999946,3.1448543e-08
2024-01-02T12:00:00,0.9999946,3.1448387e-08
2024-01-02T13:00:00,0.9999946,3.144823e-08
2024-01-02T14:00:00,0.9999946,3.1448074e-08
2024-01-02T15:00:00,0.9999946,3.1447918e-08
2024-01-02T16:00:00,0.9999946,3.1447765e-08
2024-01-02T17:00:00,0.9999946,3.144761e-08
2024-01-02T18:00:00,0.9999946,3.1447453e-08
2024-01-02T19:00:00,0.9999946,3.1447296e-08
2024-01-02T20:00:00,0.9999946,3.144714e-08
2024-01-02T21:00:00,0.9999946,3.1446984e-08
2024-01-02T22:00:00,0.9999946,3.144682e-08
2024-01-02T23:00:00,0.9999946,3.1446664e-08
