timestamp,Battery Soc-%,Battery (Dis)Charge-kWh
2024-01-01T01:00:00,0.30731815,10.0
2024-01-01T02:00:00,0.6146363,10.0
2024-01-01T03:00:00,0.92195445,10.0
2024-01-01T04:00:00,0.99462575,2.3412163
2024-01-01T05:00:00,0.999517,0.16106588
2024-01-01T06:00:00,0.9999521,0.014326781
2024-01-01T07:00:00,0.9999908,0.0012750807
2024-01-01T08:00:00,0.9999942,0.000112783724
2024-01-01T09:00:00,0.9999946,1.08592185e-05
2024-01-01T10:00:00,0.9999946,1.303284e-07
2024-01-01T11:00:00,0.9999946,1.3032775e-07
2024-01-01T12:00:00,0.9999946,1.3032711e-07
2024-01-01T13:00:00,0.9999946,1.3032646e-07
2024-01-01T14:00:00,0.9999946,1.303258e-07
2024-01-01T15:00:00,0.9999946,1.3032515e-07
2024-01-01T16:00:00,0.9999946,1.3032451e-07
2024-01-01T17:00:00,0.9999946,1.3032385e-07
2024-01-01T18:00:00,0.9999946,1.303232e-07
2024-01-01T19:00:00,0.9999946,1.3032255e-07
2024-01-01T20:00:00,0.9999946,1.3032191e-07
2024-01-01T21:00:00,0.9999946,1.3032125e-07
2024-01-01T22:00:00,0.9999946,1.303206e-07
2024-01-01T23:00:00,0.9999946,1.3031995e-07
2024-01-02T00:00:00,0.9999946,1.303193e-07
2024-01-02T01:00:00,0.9999946,1.3031865e-07
2024-01-02T02:00:00,0.9999946,1.30318e-07
2024-01-02T03:00:00,0.9999946,1.3031735e-07
2024-01-02T04:00:00,0.9999946,1.3031669e-07
2024-01-02T05:00:00,0.9999946,1.3031605e-07
2024-01-02T06:00:00,0.9999946,1.303154e-07
2024-01-02T07:00:00,0.9999946,1.3031475e-07
2024-01-02T08:00:00,0.9999946,1.3031409e-07
2024-01-02T09:00:00,0.9999946,1.3031345e-07
2024-01-02T10:00:00,0.9999946,1.303128e-07
2024-01-02T11:00:00,0.9999946,1.3031215e-07
2024-01-02T12:00:00,0.9999946,1.3031149e-07
2024-01-02T13:00:00,0.9999946,1.3031085e-07
2024-01-02T14:00:00,0.9999946,1.303102e-07
2024-01-02T15:00:00,0.9999946,1.3030954e-07
2024-01-02T16:00:00,0.9999946,1.303089e-07
2024-01-02T17:00:00,0.9999946,1.3030825e-07
2024-01-02T18:00:00,0.9999946,1.303076e-07
2024-01-02T19:00:00,0.9999946,1.3030694e-07
2024-01-02T20:00:00,0.9999946,1.303063e-07
2024-01-02T21:00:00,0.9999946,1.3030565e-07
2024-01-02T22:00:00,0.9999946,1.30305e-07
2024-01-02T23:00:00,0.9999946,1.3030434e-07
