timestamp,Battery Soc-%,Battery (Dis)Charge-kWh
2024-01-01T01:00:00,0.4472136,25.0
2024-01-01T02:00:00,0.85789275,22.624178
2024-01-01T03:00:00,0.99036896,7.1051245
2024-01-01T04:00:00,0.9991768,0.48127824
2024-01-01T05:00:00,0.99992406,0.040883932
2024-01-01T06:00:00,0.9999884,0.0035205581
2024-01-01T07:00:00,0.9999939,0.0003048699
2024-01-01T08:00:00,0.9999944,2.7706772e-05
2024-01-01T09:00:00,0.99999446,3.8647754e-06
2024-01-01T10:00:00,0.99999446,8.845239e-07
2024-01-01T11:00:00,0.99999446,8.845195e-07
2024-01-01T12:00:00,0.99999446,8.845151e-07
2024-01-01T13:00:00,0.99999446,8.8451065e-07
2024-01-01T14:00:00,0.99999446,8.845062e-07
2024-01-01T15:00:00,0.99999446,8.845018e-07
2024-01-01T16:00:00,0.99999446,8.844974e-07
2024-01-01T17:00:00,0.99999446,8.84493e-07
2024-01-01T18:00:00,0.99999446,8.8448854e-07
2024-01-01T19:00:00,0.99999446,8.8448417e-07
2024-01-01T20:00:00,0.99999446,8.8447973e-07
2024-01-01T21:00:00,0.99999446,8.844753e-07
2024-01-01T22:00:00,0.99999446,8.8447086e-07
2024-01-01T23:00:00,0.99999446,8.8446643e-07
2024-01-02T00:00:00,0.99999446,8.8446205e-07
2024-01-02T01:00:00,0.99999446,8.844576e-07
2024-01-02T02:00:00,0.99999446,8.844532e-07
2024-01-02T03:00:00,0.99999446,8.844488e-07
2024-01-02T04:00:00,0.99999446,8.844444e-07
2024-01-02T05:00:00,0.99999446,8.8443994e-07
2024-01-02T06:00:00,0.99999446,8.844355e-07
2024-01-02T07:00:00,0.99999446,8.844311e-07
2024-01-02T08:00:00,0.99999446,8.844267e-07
2024-01-02T09:00:00,0.99999446,8.8442226e-07
2024-01-02T10:00:00,0.99999446,8.8441783e-07
2024-01-02T11:00:00,0.99999446,8.8441345e-07
2024-01-02T12:00:00,0.99999446,8.84409e-07
2024-01-02T13:00:00,0.99999446,8.844046e-07
2024-01-02T14:00:00,0.99999446,8.8440015e-07
2024-01-02T15:00:00,0.99999446,8.843957e-07
2024-01-02T16:00:00,0.99999446,8.8439134e-07
2024-01-02T17:00:00,0.99999446,8.843869e-07
2024-01-02T18:00:00,0.99999446,8.843825e-07
2024-01-02T19:00:00,0.99999446,8.843781e-07
2024-01-02T20:00:00,0.99999446,8.8437366e-07
2024-01-02T21:00:00,0.99999446,8.8436923e-07
2024-01-02T22:00:00,0.99999446,8.843648e-07
2024-01-02T23:00:00,0.99999446,8.8436036e-07
