timestamp,Net Electricity Consumption-kWh,Non-shiftable Load-kWh,Non-shiftable Load Electricity Consumption-kWh,Energy Production from PV-kWh
2024-01-01T01:00:00,71.5835189819336,13.5,40.5,-0.0
2024-01-01T02:00:00,19.15726661682129,7.699999809265137,7.699999809265137,-0.0
2024-01-01T03:00:00,18.254249572753906,6.800000190734863,6.800000190734863,-0.0
2024-01-01T04:00:00,11.173539161682129,7.900000095367432,7.900000095367432,-0.0
2024-01-01T05:00:00,8.98027229309082,7.800000190734863,7.800000190734863,-0.0
2024-01-01T06:00:00,12.267289161682129,9.300000190734863,9.300000190734863,-0.0
2024-01-01T07:00:00,13.907480239868164,10.199999809265137,10.199999809265137,-0.0
2024-01-01T08:00:00,28.563539505004883,12.399999618530273,12.399999618530273,-0.3977939987182617
2024-01-01T09:00:00,16.58885955810547,13.600000381469727,13.600000381469727,-5.068619995117188
2024-01-01T10:00:00,18.31338119506836,12.699999809265137,12.699999809265137,-7.82719970703125
2024-01-01T11:00:00,21.107921600341797,8.699999809265137,8.699999809265137,-10.33011962890625
2024-01-01T12:00:00,12.288113594055176,10.5,10.5,-10.50657958984375
2024-01-01T13:00:00,22.413583755493164,13.800000190734863,13.800000190734863,-11.746180419921876
2024-01-01T14:00:00,16.73607063293457,15.600000381469727,15.600000381469727,-12.290179443359374
2024-01-01T15:00:00,17.339704513549805,13.0,13.0,-9.1727001953125
2024-01-01T16:00:00,24.439102172851562,15.600000381469727,15.600000381469727,-7.022000122070312
2024-01-01T17:00:00,22.532100677490234,12.600000381469727,12.600000381469727,-3.023059997558594
2024-01-01T18:00:00,21.497528076171875,10.100000381469727,10.100000381469727,-0.0
2024-01-01T19:00:00,26.619285583496094,14.600000381469727,14.600000381469727,-0.0
2024-01-01T20:00:00,32.678131103515625,21.299999237060547,21.299999237060547,-0.0
2024-01-01T21:00:00,23.904001235961914,15.0,15.0,-0.0
2024-01-01T22:00:00,39.63433837890625,28.0,28.0,-0.0
2024-01-01T23:00:00,21.284570693969727,15.399999618530273,15.399999618530273,-0.0
2024-01-02T00:00:00,18.209884643554688,13.600000381469727,13.600000381469727,-0.0
2024-01-02T01:00:00,14.330925941467285,10.600000381469727,10.600000381469727,-0.0
2024-01-02T02:00:00,16.969207763671875,14.0,14.0,-0.0
2024-01-02T03:00:00,8.521427154541016,6.400000095367432,6.400000095367432,-0.0
2024-01-02T04:00:00,13.43332290649414,10.300000190734863,10.300000190734863,-0.0
2024-01-02T05:00:00,9.770773887634277,9.199999809265137,9.199999809265137,-0.0
2024-01-02T06:00:00,16.365398406982422,12.0,12.0,-0.0
2024-01-02T07:00:00,23.891151428222656,14.899999618530273,14.899999618530273,-0.0
2024-01-02T08:00:00,30.780073165893555,14.399999618530273,14.399999618530273,-0.17177160263061522
2024-01-02T09:00:00,16.782272338867188,12.399999618530273,12.399999618530273,-2.7450201416015627
2024-01-02T10:00:00,23.123762130737305,13.399999618530273,13.399999618530273,-3.067380065917969
2024-01-02T11:00:00,19.411449432373047,9.699999809265137,9.699999809265137,-3.6792001342773437
2024-01-02T12:00:00,9.352267265319824,8.800000190734863,8.800000190734863,-7.941640014648438
2024-01-02T13:00:00,12.74087905883789,11.0,11.0,-4.969440002441406
2024-01-02T14:00:00,11.323007583618164,7.400000095367432,7.400000095367432,-4.669140014648438
2024-01-02T15:00:00,12.532477378845215,13.800000190734863,13.800000190734863,-4.664219970703125
2024-01-02T16:00:00,19.984516143798828,15.600000381469727,15.600000381469727,-4.079119873046875
2024-01-02T17:00:00,14.545897483825684,9.0,9.0,-3.354599914550781
2024-01-02T18:00:00,20.059263229370117,14.600000381469727,14.600000381469727,-0.0
2024-01-02T19:00:00,21.054580688476562,17.799999237060547,17.799999237060547,-0.0
2024-01-02T20:00:00,18.841476440429688,15.100000381469727,15.100000381469727,-0.0
2024-01-02T21:00:00,24.219999313354492,14.300000190734863,14.300000190734863,-0.0
2024-01-02T22:00:00,21.204587936401367,12.5,12.5,-0.0
2024-01-02T23:00:00,15.93111801147461,14.0,14.0,-0.0
